order_id,customer_name,region,product,quantity,unit_price,total_price,timestamp
3413fa37-7102-4b08-9c9f-a05c7d36cb45,Luke Leach,Austin,Shawarma,3,14.78,44.34,2025-04-04 14:15:45
2aa49008-a15d-440a-950b-6a66d5be2aaa,Linda Weiss,Dallas,Gyro,1,14.05,14.05,2025-03-28 09:50:45
6bfc52b1-adb0-4bd0-bbde-a303c80418d4,Jeffrey Keller,Austin,Salad,1,14.22,14.22,2025-04-03 17:54:45
e1de4a47-3760-4ee3-b02b-10cbb77144c9,Patricia Gilbert,Dallas,Baklava,4,6.35,25.4,2025-03-01 04:08:25
41186f8a-ac53-401e-a8fe-32f1e07684a2,Erin Novak,Austin,Salad,3,10.5,31.5,2025-03-06 20:50:42
11dd7ada-93da-445d-ae57-72cdf7f5999e,Erica Gardner,Dallas,Salad,2,11.98,23.96,2025-01-31 14:33:32
cee72de9-db8c-4999-b02f-a875157fa398,Brandon Vargas,Houston,Baklava,1,12.67,12.67,2025-03-31 04:04:01
cb402eeb-eff4-4581-ac9b-150d46e3a235,Cynthia Harrison,Houston,Shawarma,3,9.76,29.28,2025-02-14 15:16:30
13c75ee7-8903-496f-8570-12cf6cfac817,Patrick Hammond,San Antonio,Gyro,1,6.31,6.31,2025-02-11 01:56:26
326e0b7c-f893-4947-9e7e-f9fd6869b995,Stanley Chen,Houston,Shawarma,4,11.35,45.4,2025-04-01 14:20:34
5e24fd21-5a11-4328-9648-06b9079c0c3c,Michelle Wilson,Dallas,Shawarma,3,12.32,36.96,2025-02-17 04:17:47
172d9695-2ff8-4e4b-a89e-cf9bec7fd74f,Nathan Nelson,San Antonio,Gyro,4,10.22,40.88,2025-02-05 06:07:39
a4218533-c8b2-43eb-a53e-5bb4c2d07a29,Justin Chambers,San Antonio,Falafel,1,5.58,5.58,2025-03-21 04:00:52
3b6ca8c1-6a72-4b7a-8508-b952c37da639,Gina Andrews,Dallas,Falafel,5,12.86,64.3,2025-03-13 12:31:10
114a42a7-5ddd-4759-b48e-e325a27d83cf,Mandy Johnson,Austin,Gyro,4,13.23,52.92,2025-02-09 16:39:04
a4f07746-3042-4c56-8874-e96958754331,Roy Lawrence,Houston,Gyro,4,10.61,42.44,2025-03-13 15:32:10
4c6ee909-2794-4ccf-ae9c-58118fb14860,Kathryn Petersen,Houston,Gyro,2,13.03,26.06,2025-01-12 09:29:35
e57e6022-9c89-42e2-9eea-4838e7568dcd,Cathy Johnson,Houston,Gyro,3,10.96,32.88,2025-03-07 11:37:52
d47698cb-a19c-46bb-abe9-e02cfe73b305,Shawn Smith,Houston,Shawarma,5,6.19,30.95,2025-02-13 21:37:57
949bd850-8fe1-462f-add3-2bc0298e1a40,Justin Nguyen,Dallas,Shawarma,4,10.6,42.4,2025-03-04 12:02:56
d1f15aa3-f7c1-4d3e-b259-1429b2d87440,Kelly Hobbs,Houston,Falafel,5,7.21,36.05,2025-01-03 19:47:39
6e0cd991-a8c7-4356-816f-79750c1135ee,Joshua Ryan,Houston,Salad,1,14.48,14.48,2025-01-31 16:00:32
48915fe4-e2b2-4d62-8946-524159b45331,Elizabeth Johnson,San Antonio,Baklava,1,13.72,13.72,2025-01-03 09:31:28
5022c688-29ce-4465-93d3-6d2109aafa92,Carla Simpson,Houston,Salad,3,6.64,19.92,2025-02-11 00:08:22
f4688939-916a-4bbc-b457-61255270c1d3,Amanda Bullock,Austin,Salad,3,9.97,29.91,2025-03-03 21:11:49
87b4ae28-6825-4528-9e6a-7b5570891512,Tracy Martin,San Antonio,Baklava,1,5.56,5.56,2025-03-05 18:14:10
d654afc9-29a3-4aa8-9fd5-99bc58ff5c7a,Ian Delgado,San Antonio,Shawarma,2,5.06,10.12,2025-01-31 18:42:10
bbaadc6f-52ab-4fb0-88b3-44c2654691a3,Sharon Young,Houston,Falafel,4,13.67,54.68,2025-03-22 12:24:49
c5ea0aab-752e-487f-b9d4-89aa014e345b,Fernando Johnson,Austin,Falafel,4,13.02,52.08,2025-03-18 12:43:26
37158eef-e955-4d82-b2b6-59cb3217c7b5,Kimberly Gates,Dallas,Falafel,4,8.02,32.08,2025-01-18 17:09:07
7272783f-8376-40b2-a1b6-d6c6d0110946,Ethan Wright,Dallas,Baklava,3,10.41,31.23,2025-01-25 22:00:30
853712d6-936c-4d1b-984e-6dc3d12c4de9,Jonathan Munoz,Houston,Salad,4,7.06,28.24,2025-03-09 02:45:37
431aab64-eda5-4ecd-84c2-4a1d3f349bbd,Bradley George,San Antonio,Salad,1,9.73,9.73,2025-03-10 11:22:35
66ab8770-46c8-4c12-9a3b-5292ad99d96d,Cynthia Gonzalez,Houston,Baklava,3,11.23,33.69,2025-03-31 11:18:03
0baad795-16cf-41a3-a65b-59248fb034b5,Judy Johnson,Houston,Shawarma,2,8.71,17.42,2025-02-05 11:23:51
02c01e10-dbc5-4ddb-92d1-3a9fc941c42d,Heather Cooper,San Antonio,Gyro,2,14.87,29.74,2025-03-17 20:54:15
2f413c78-00ec-4b15-959b-f017781bd0f5,Joseph Rodriguez,Dallas,Falafel,5,8.31,41.55,2025-02-11 00:13:08
808c1baf-ff14-4576-827a-49bf42e7dc43,Eric Reynolds,Dallas,Shawarma,1,8.13,8.13,2025-03-26 22:39:33
6e328831-d04a-479f-b3d4-d9ff7c4ced3c,Michael Howell,Houston,Gyro,1,14.87,14.87,2025-01-20 14:59:09
47dc7bf0-cc24-4a2c-aab0-1862810b19e0,Jenna Silva,Houston,Salad,3,12.04,36.12,2025-03-09 09:11:37
d711eb34-9a2c-4df1-8cb7-55b024e59580,Christopher Pacheco,Austin,Baklava,1,13.02,13.02,2025-01-05 03:37:31
85fbf98d-66b5-4cef-8c7c-42e66b7abd48,Peter Davis,Austin,Shawarma,2,11.66,23.32,2025-03-12 04:35:24
a50ec787-251b-4856-b7ed-2c58f3d4f357,Matthew Prince,Austin,Shawarma,5,5.47,27.35,2025-02-28 11:01:30
f698895f-ad79-43fb-a51b-4db9cb590fa9,Miguel Patel,Houston,Falafel,1,5.29,5.29,2025-02-16 02:45:51
a5a6db64-0451-4a35-b1e5-b7aee4396bef,James Cooper,Austin,Falafel,2,10.7,21.4,2025-02-10 05:12:50
d0aa02d9-a1e6-43d8-9b4c-a8bddb210443,Cindy Zimmerman,San Antonio,Baklava,2,6.04,12.08,2025-02-05 21:48:36
4524005a-2fc2-4709-a29f-c9d6e9ff00ff,Lauren Cole,Austin,Baklava,5,7.25,36.25,2025-02-21 18:36:05
df1217c2-dc65-452c-92e9-cfce5bff53e3,Cody Rodgers,Dallas,Gyro,1,13.6,13.6,2025-01-04 18:23:43
cca57661-483c-4ced-9dfe-afa4a45fd29c,Daniel Oneill,Houston,Falafel,2,7.55,15.1,2025-03-06 13:11:06
aa7b0712-d965-4fa8-bd8d-8723ebf9c635,Daniel Ramsey,Dallas,Shawarma,5,13.69,68.45,2025-01-15 21:05:26
7678296c-a191-4df3-b7b4-bf310c17506d,Erin Allen,Dallas,Baklava,3,8.9,26.7,2025-03-26 04:59:03
b9f69504-d823-40b2-a77b-d8ede754f619,Jeffrey Campbell,Dallas,Falafel,3,5.8,17.4,2025-02-20 10:56:32
cdb21374-bcd9-43fc-8df1-f57888170c2d,Mr. Justin Vaughn Jr.,Austin,Salad,3,14.97,44.91,2025-02-12 05:49:49
d14980b4-0e58-4ac8-9380-5d31475295c1,Megan Ellis,San Antonio,Shawarma,1,5.12,5.12,2025-02-15 05:59:12
5dea64f1-2c4d-4091-b1ef-4c90a66965db,Robert Valenzuela,Houston,Gyro,2,10.2,20.4,2025-02-10 20:01:14
3a44571c-4155-437a-ac1c-9083a17801ba,Stacy Patrick,Dallas,Falafel,2,5.8,11.6,2025-02-19 15:54:27
3f4dc38c-89c2-4505-80c3-50e8d7ac27d1,Ruth Price,Houston,Salad,2,5.53,11.06,2025-02-17 07:57:03
f871495e-7582-4b81-80bf-35df696f051e,Timothy Hood,San Antonio,Falafel,3,5.9,17.7,2025-04-05 18:16:29
b1f7e59c-9c95-439e-96b7-74a1ff5a80b2,Matthew Dawson,Austin,Shawarma,2,10.48,20.96,2025-01-10 22:28:38
92bd669c-92d0-49cd-92f2-c433eb4753fd,Sue Dalton,Houston,Gyro,3,8.72,26.16,2025-01-28 08:28:40
3ef84cb1-af13-4b93-9beb-52beaca1f6d9,Brandy Lane,Dallas,Shawarma,5,11.14,55.7,2025-02-10 07:40:38
f880ac40-6772-4330-b567-20d5784af0bb,Timothy Ramsey,Dallas,Shawarma,4,14.12,56.48,2025-02-01 00:28:51
99ef4591-7d48-41b3-99fe-c83c6d1fea8a,Kevin Hester,Austin,Gyro,1,12.82,12.82,2025-03-15 18:57:43
3c2f7439-5251-483f-a9ed-8c7f5b8cdbb2,James Hernandez,San Antonio,Baklava,4,12.83,51.32,2025-01-29 02:42:41
a3ff9f41-96de-4c84-969f-b2fafb233f10,Catherine Silva,Houston,Baklava,4,5.67,22.68,2025-03-13 13:33:30
934179bd-eb21-4901-a6a2-6e7b4483a416,Nicholas Hodges,Austin,Salad,3,12.98,38.94,2025-04-02 13:28:05
da3b6b58-7138-4815-a730-2396c0de7816,Angela Dominguez,Dallas,Salad,1,10.25,10.25,2025-01-31 06:31:30
72f5eace-e4ea-4b91-b239-63d67bb9f597,John Cummings,Dallas,Shawarma,4,14.19,56.76,2025-01-26 01:53:40
7a26d8fa-26ba-4a53-9ee4-29ff7fbb22e8,Kevin Lee,San Antonio,Falafel,4,10.43,41.72,2025-02-27 01:38:32
e32507cd-204c-4789-b3f2-3cae66d1f8ea,Kenneth Burch,Austin,Shawarma,1,11.86,11.86,2025-03-18 12:04:51
6e33b471-e678-453d-8228-04a86613212d,Amber Howard,San Antonio,Shawarma,4,14.63,58.52,2025-03-18 21:26:59
bd0eb9dc-fb91-4f8d-8f61-ff86ed8d552e,Andrew Fox,Houston,Falafel,5,5.57,27.85,2025-03-01 23:34:46
8bfaae52-969f-4952-b484-fb819d55a2f6,Bruce Romero,Dallas,Baklava,1,12.87,12.87,2025-04-05 08:52:52
0d321199-7601-4894-abd4-1ce4fe37bcc1,Daniel Franklin,Houston,Gyro,4,11.0,44.0,2025-01-06 10:14:04
d5cd9b04-4418-462b-ad48-6ba2c36af3cf,Maria Avila,Dallas,Gyro,1,5.44,5.44,2025-03-04 19:45:09
5d472d56-a7fd-467c-9f04-750dde95b341,Michael Lopez,Dallas,Baklava,4,13.26,53.04,2025-02-22 18:01:48
493e110f-4e6f-402c-b4c2-dd46b9b4b87e,Jason Martinez,Austin,Salad,1,8.88,8.88,2025-03-08 07:43:40
da256df2-9c53-447c-b352-8641d9e0163e,Jason Reid,Austin,Shawarma,5,14.72,73.6,2025-02-12 14:06:57
ac4145bd-ec87-41b7-9795-d81e310f1e54,Christopher Mcdonald,Dallas,Salad,3,13.03,39.09,2025-02-28 02:24:35
1460cf4d-f1f2-437d-852a-a5a6bc9de172,Elizabeth Johnson,San Antonio,Salad,2,9.79,19.58,2025-01-05 16:00:52
03288a2d-ebff-47d8-8b94-0355a3ed2645,Vanessa Baldwin,San Antonio,Shawarma,4,12.5,50.0,2025-02-19 00:51:33
a84d1ff5-2366-48af-a881-f602a816a4d8,Maria Shaw,Houston,Baklava,5,7.0,35.0,2025-01-15 02:48:56
b6e2fe20-26cf-40bd-b98b-ddd3242289b9,Roger Little,Dallas,Falafel,1,9.44,9.44,2025-01-14 12:21:44
dc23db0a-8b13-4f16-8be0-f0147abbb2c3,Jason Green,Dallas,Falafel,1,12.35,12.35,2025-02-04 21:20:35
fdb564d8-8ba0-4ce6-9d8e-8bfd878c4462,Michael Stone,San Antonio,Falafel,3,8.82,26.46,2025-02-19 22:30:17
243165e4-b7d9-43ba-a7e9-eff5066c81b0,Jamie Atkinson,San Antonio,Shawarma,1,13.47,13.47,2025-01-07 23:21:42
03e95b5b-d831-4322-920e-ef6051a78bc2,Ashley Ellis,Houston,Salad,1,8.81,8.81,2025-01-22 02:36:50
ec996500-a544-4dc8-ac0c-dfdd422b072e,Keith Scott,Austin,Falafel,5,13.25,66.25,2025-03-31 00:06:47
b3ace4a0-2f6d-4882-a3fb-ea8702b4dd1e,Christopher Alvarez,Austin,Baklava,2,5.22,10.44,2025-02-01 11:43:04
f42804ae-49ed-4243-94ff-86d444dfcb51,Gina Garcia,Austin,Baklava,4,13.23,52.92,2025-01-26 01:35:10
0baa4347-2b06-4c85-a0ed-5820135b2799,John Black,Dallas,Salad,3,13.57,40.71,2025-01-22 19:30:54
bf279c08-bc42-4776-a26b-d55958bd9e77,Dean Stewart,San Antonio,Salad,3,14.39,43.17,2025-02-04 11:44:39
558e6233-98ee-4486-a0c5-adae6ba1aca1,Christine Scott,Dallas,Baklava,2,11.99,23.98,2025-01-13 03:51:50
6a41dbe4-469a-4e11-b600-621ed1743345,Joseph Vasquez,Austin,Salad,2,9.65,19.3,2025-01-20 07:41:40
1cc8e39e-19c8-4d25-8d32-86f4aeef1e98,Stacey Wagner,Houston,Gyro,2,8.02,16.04,2025-01-14 09:13:03
e65e1a12-4352-4352-81ec-278c70d24b95,Ashley Dyer,Austin,Gyro,5,8.03,40.15,2025-03-13 14:42:36
a36c8896-95f6-4fd5-a61a-fb0bfc911eeb,Deanna Carr,Houston,Salad,2,12.84,25.68,2025-01-18 01:09:31
5453e3a0-6679-47b4-8232-45178819b6c0,Melissa White,San Antonio,Shawarma,2,14.39,28.78,2025-01-04 06:03:29
7fc367b9-3238-4fa3-ba47-9dbe52cfab38,Johnathan Meadows,Dallas,Falafel,1,8.14,8.14,2025-03-23 16:41:05
08095d8e-01e0-4f2f-8e8c-62204467c89b,Lauren Cruz,Austin,Salad,3,11.21,33.63,2025-01-04 00:19:09
5a99ed7d-ff38-41cc-8c18-def88e3545d9,Kristen Stevenson,Houston,Gyro,3,9.79,29.37,2025-03-14 15:19:09
c6a8eab0-2a12-4b28-b573-2f628cbc2d4a,David Randolph,Houston,Salad,1,13.72,13.72,2025-01-07 09:59:33
40eb1804-352f-4b13-b750-a90c16cff3e7,Joshua Sanchez,Dallas,Salad,1,5.89,5.89,2025-02-27 05:56:48
88e98ecf-1efc-46e7-8bb9-7434eca14e47,Daniel Michael,San Antonio,Falafel,3,7.16,21.48,2025-03-27 12:36:43
ee43b374-e5d8-45cf-a191-1f8642185b1e,Christopher Casey,Austin,Shawarma,3,8.92,26.76,2025-02-05 20:59:09
6478299b-291c-4215-bb6a-dadba26f5699,Ashley Branch,San Antonio,Falafel,5,12.78,63.9,2025-01-15 12:29:43
c3bd8ad3-810b-4228-a58f-85f27c94ae07,James Duran,San Antonio,Falafel,1,8.59,8.59,2025-01-05 11:39:44
60e9e714-99b5-43a0-a986-c16f23eefe40,David Shaffer,San Antonio,Gyro,4,13.28,53.12,2025-03-17 00:16:21
5ba97bf8-9c7e-481d-a189-56a005322ecb,Joan Brennan,Austin,Baklava,4,9.51,38.04,2025-01-01 18:54:18
13e5eb73-6b5d-4512-8b4f-cfa7af91584e,Justin Solis,Dallas,Baklava,4,13.11,52.44,2025-02-15 13:25:53
c4db8454-594e-4922-b45c-33ec3da9132f,Lori Davenport,Houston,Salad,2,7.54,15.08,2025-01-07 14:20:31
ebb8a101-3503-4280-8f37-6ec582f211ed,David Bradford,Dallas,Baklava,3,6.47,19.41,2025-03-14 19:32:22
eca3f433-1274-45ae-b369-9bcfeff32209,Steven Bennett,Dallas,Shawarma,5,11.13,55.65,2025-01-29 07:12:00
488772cb-2ca8-4eb6-905d-ce7f40ada71c,Nicole Wong,San Antonio,Shawarma,4,8.3,33.2,2025-04-06 13:08:29
86590465-1a49-4c62-a0c4-f487f16e8904,Vickie Love,San Antonio,Salad,4,13.27,53.08,2025-01-10 06:10:50
736d842c-ff32-4bd1-a0a4-64149752c012,Paul Schmidt,San Antonio,Gyro,5,11.2,56.0,2025-02-20 18:07:38
0c1340a3-2971-4ab7-ad7f-586595571b69,Justin Nicholson,Houston,Shawarma,1,11.5,11.5,2025-03-14 18:58:39
fe20c527-64f7-43cb-b680-7f298fe2c7fe,Teresa Perez,San Antonio,Gyro,4,11.28,45.12,2025-03-31 23:46:14
59a52af7-0afb-4659-9eaf-9b58adcdbe14,Jackie Allen,San Antonio,Baklava,3,8.39,25.17,2025-03-31 13:09:53
711e4902-6087-4403-a40a-23dc5385cffa,Kimberly Parker,Austin,Gyro,2,6.93,13.86,2025-02-19 16:23:07
59861293-dcc0-469a-96fa-f8ac444a1d8f,Brenda Hayes,Houston,Baklava,4,5.02,20.08,2025-02-13 00:27:45
6747da13-25e5-4a8c-acd0-0368c0f24d04,Christopher Johnson,San Antonio,Gyro,3,8.41,25.23,2025-03-16 20:28:02
83aba6bc-71e0-4f7a-a08a-c7eb20ed6c70,Joseph Abbott,Houston,Baklava,5,6.13,30.65,2025-01-24 23:15:27
3354fc46-2201-4eeb-839f-49e3e65ed5da,Courtney Jimenez,Houston,Falafel,1,9.99,9.99,2025-01-15 20:39:26
c6073d92-9b81-4c7a-9073-fa3ddeb745b5,Kyle Smith,San Antonio,Falafel,4,8.13,32.52,2025-02-18 03:01:57
fb8b80c7-dd81-4176-9c06-32e16979a987,Erik Welch,Austin,Gyro,3,6.08,18.24,2025-02-24 11:33:36
7d5ce4f8-e6ef-4927-b607-7fd38b0eddb5,Michael King,San Antonio,Shawarma,2,12.36,24.72,2025-01-08 00:41:51
0a322eb0-d54e-41cb-ade2-c37b3cb5b4c0,Lindsey Walsh,Dallas,Falafel,3,11.95,35.85,2025-01-28 15:51:23
6356c48e-98f2-4816-9918-70d18b445757,Brian Butler,Austin,Gyro,1,9.9,9.9,2025-03-14 13:48:45
9b0ce0a3-1287-40be-9c58-4c9a887a44ef,Valerie Hodges,Houston,Salad,3,7.79,23.37,2025-03-26 16:25:16
642965af-e7ab-4c13-95bf-9a6491343e31,Robert Peters,Dallas,Baklava,5,13.06,65.3,2025-01-09 01:32:27
122f587f-9323-4ef0-b5b8-6ed430fa2d14,Kevin Miller,San Antonio,Baklava,2,6.47,12.94,2025-01-13 06:13:09
0be12571-eac7-43a1-8d23-d4ce703467f4,Michael Dean,Austin,Baklava,3,5.54,16.62,2025-01-08 06:07:43
5e0f502b-b506-4bc1-be90-55a6fd61c836,Ray Rivera,San Antonio,Baklava,2,6.74,13.48,2025-02-08 02:35:29
a9ad7b3d-1998-435d-97be-04f510fdfd9a,Robin Patel,Houston,Falafel,3,5.58,16.74,2025-01-18 18:26:13
3d03047d-8167-4036-8b1e-a045fd860c2d,Andrea Mendoza,San Antonio,Salad,1,12.09,12.09,2025-03-01 04:52:02
2f244dc5-dc52-4868-8dc3-c248439829a0,Brenda Deleon,Houston,Shawarma,3,5.19,15.57,2025-01-27 15:49:15
1496085b-cd97-418f-8d1c-2986e4327f38,Alexis Clark,Austin,Baklava,3,14.55,43.65,2025-04-02 16:26:26
273f2dd8-c7d8-4123-bbee-89ce3b40fc76,Daniel Wright,Houston,Gyro,2,14.46,28.92,2025-01-30 18:35:02
d4d60d6e-c60e-46ab-bef1-ed5312264b3d,Lauren Perez,Houston,Falafel,5,12.39,61.95,2025-03-23 15:02:28
60a64f05-a1fb-4f59-804f-ce0a1481c800,Clifford Chavez,Houston,Salad,3,10.9,32.7,2025-03-08 22:35:47
88322d6c-0684-4225-b58d-873470aa9f9f,Anita Robinson,Austin,Shawarma,5,12.54,62.7,2025-04-02 20:00:17
ff9b2b7b-9738-4ccb-b82b-8243b3adc122,Christine Fox,Houston,Gyro,5,14.6,73.0,2025-04-02 06:49:03
f4cdb05f-ea1c-4f34-8a53-c5bd309c7c27,Michael Daniels,Houston,Gyro,4,8.22,32.88,2025-01-15 16:25:30
dfc5f2ca-e6d8-483b-a5e4-3638d0b6538b,Ashley Jacobs,Austin,Falafel,4,13.29,53.16,2025-03-17 04:23:22
155f4604-9ed6-44e9-88fa-1df0e1601045,Shannon Patterson,Austin,Falafel,1,10.28,10.28,2025-02-12 09:17:48
510b5b8e-595f-413d-926a-952046701a0a,Michael Parker,Austin,Baklava,4,8.67,34.68,2025-02-21 01:39:54
501bf8c5-0547-48c1-879a-b78fc41cdce2,Willie Jenkins,Austin,Salad,5,8.56,42.8,2025-01-04 10:03:06
8b0b3204-9c8b-4024-bf69-ebd8a4cc02b9,Robert Rose,San Antonio,Baklava,5,7.37,36.85,2025-03-21 00:08:18
407ef99e-908d-4edc-86fd-d3d3b752c4d2,Christopher Howard,Houston,Salad,1,14.94,14.94,2025-01-28 23:38:11
49ebb261-95db-40af-9199-a3c17a62e575,Matthew Brooks,Houston,Gyro,2,7.25,14.5,2025-01-19 22:30:39
18bb30a3-2fc6-42be-bde7-794b0f1d9c40,Teresa Walker,Dallas,Salad,5,7.46,37.3,2025-02-05 12:24:06
3d611b9e-2b82-412c-bb6f-5a935cd35e49,Roy Miller,Austin,Falafel,2,14.16,28.32,2025-01-25 02:41:56
d07cd502-c618-4c94-8f9f-6243805d60db,Kim Carter,Dallas,Salad,1,8.26,8.26,2025-01-27 20:49:26
e4037c38-4fb9-414c-874c-b69097a2c106,Juan Aguilar,San Antonio,Falafel,4,7.36,29.44,2025-01-30 10:18:48
944e075f-6857-4723-9197-3afcf5e4a6e5,Danielle Ramirez,San Antonio,Salad,5,5.71,28.55,2025-02-05 01:56:47
45cd3f22-12b3-41e9-af45-9b27bd331bb5,Holly Phillips,San Antonio,Gyro,3,8.1,24.3,2025-03-13 04:10:51
d03a7053-23bd-40b3-afaf-36dec8fbf74b,Miguel Allen,Houston,Shawarma,3,11.24,33.72,2025-02-16 01:00:30
3aa8c7d8-06b0-4ca0-9173-82c1462fd425,George Shepard,Houston,Shawarma,2,11.0,22.0,2025-02-18 17:47:53
bfeeff2a-3aa1-4f93-9920-32c931e00b2f,Erica Franco,Houston,Shawarma,1,9.73,9.73,2025-01-25 06:15:59
26eff30a-6627-41a9-b479-a19b24233cbe,Clinton Howell,Austin,Shawarma,2,10.24,20.48,2025-02-04 08:53:09
9ce79361-75bc-4bfe-92ad-630c133b233d,Kayla Hughes,Dallas,Shawarma,4,12.3,49.2,2025-02-14 07:05:50
94938da3-1edf-4da3-86ba-3aac3713f150,Michelle Kennedy,San Antonio,Gyro,1,7.25,7.25,2025-03-06 07:48:23
37950f9b-2acd-4ef6-89eb-0417437a1452,Stephen Wilson,Austin,Baklava,4,9.25,37.0,2025-01-03 08:34:45
79bc1f92-51e8-4464-a298-b7a385739858,Brianna Moore,Austin,Salad,1,14.4,14.4,2025-01-16 08:47:30
ff1ce247-093f-403f-8e89-be4fb17e68d1,Daisy King,Houston,Falafel,2,5.17,10.34,2025-02-16 01:49:43
3261efcf-cbcc-4540-a1fa-4ddf9d281fb1,Christopher Vasquez,Houston,Baklava,1,5.65,5.65,2025-03-18 13:31:19
7e3500b2-faf2-4fc1-9e30-028d3a3ce1d3,Peter Anderson,San Antonio,Shawarma,2,10.19,20.38,2025-03-11 01:53:41
0cebfa58-2086-49b3-a1da-df75c601f3b8,Randy Perez,Houston,Baklava,4,9.03,36.12,2025-01-28 22:09:47
6106e24e-803f-41ca-8fd8-539debe9ac59,Rachel Cook DDS,Houston,Baklava,3,12.1,36.3,2025-01-31 09:33:28
397ad520-5df1-4603-86db-749f2d168607,April Frederick,San Antonio,Salad,4,11.59,46.36,2025-01-09 20:43:50
a13de803-6bcd-4cdb-bfb3-0f3046f08bd1,Hannah Matthews,San Antonio,Shawarma,2,12.25,24.5,2025-03-16 01:41:33
b8d257d2-194f-4989-a2c6-c9805bd41c58,Paul Woods,Dallas,Gyro,5,5.08,25.4,2025-01-17 23:26:28
93ac5e74-1d04-40c9-a6b9-a8a0ae60ffc1,Robin Williams,Houston,Shawarma,4,13.02,52.08,2025-02-13 13:12:41
b3e0b5f7-cd96-4d6e-a833-eb0ddd7ec3b8,Matthew Jones,Austin,Salad,2,5.15,10.3,2025-02-10 00:53:00
875d32a8-92d1-4309-90fc-e4393fa48878,William Brooks,Dallas,Shawarma,1,6.59,6.59,2025-03-24 22:10:57
259f345e-841e-4c03-8eae-a0ea35e7ebed,Phillip Miller PhD,Houston,Falafel,5,11.61,58.05,2025-01-05 20:04:21
31776fe8-4e01-472d-8130-1fe1931c2fdd,Anna Lane,Dallas,Shawarma,2,14.2,28.4,2025-01-22 19:52:18
cc025d16-a8e3-4caa-b0c0-421dae3a1f6e,Michael Robinson,Austin,Falafel,5,8.11,40.55,2025-02-26 08:06:44
27ecb3fa-8674-4f25-8d6a-d8fe118d878d,Crystal Miller,San Antonio,Gyro,1,9.67,9.67,2025-03-01 11:03:31
8384c793-5f78-47e3-9571-1fbc2a9311e8,James Reyes,Houston,Shawarma,2,5.7,11.4,2025-03-15 17:17:20
b0b497cb-a2be-4953-a6c1-c589b4eedd85,Mr. Jonathan Padilla,Houston,Falafel,5,14.34,71.7,2025-03-22 12:47:07
222e528c-296a-414b-8c77-aa06cd2c91b4,Kayla Washington,Houston,Salad,5,14.94,74.7,2025-03-06 06:28:18
e1a616f6-d700-4fc0-9e83-a8878ad9cc4c,Sarah Thompson,Austin,Salad,5,11.42,57.1,2025-01-23 22:17:13
